0,0,180,100,220,140,40,40,127,130,134
0,1,180,140,220,180,40,40,133,134,135
0,2,180,180,220,220,40,40,146,134,153
0,3,180,220,220,260,40,40,167,151,138
0,4,180,260,220,300,40,40,188,172,156
0,5,180,300,220,340,40,40,65,54,50
0,6,180,340,220,380,40,40,105,94,95
1,0,220,100,260,140,40,40,140,144,149
1,1,220,140,260,180,40,40,157,160,165
1,2,220,180,260,220,40,40,173,176,179
1,3,220,220,260,260,40,40,180,184,187
1,4,220,260,260,300,40,40,185,184,186
1,5,220,300,260,340,40,40,157,140,160
1,6,220,340,260,380,40,40,151,159,169
2,0,260,100,300,140,40,40,168,145,140
2,1,260,140,300,180,40,40,136,111,106
2,2,260,180,300,220,40,40,114,95,91
2,3,260,220,300,260,40,40,144,119,119
2,4,260,260,300,300,40,40,215,194,195
2,5,260,300,300,340,40,40,231,220,217
2,6,260,340,300,380,40,40,165,150,170
3,0,300,100,340,140,40,40,129,108,117
3,1,300,140,340,180,40,40,72,61,56
3,2,300,180,340,220,40,40,71,55,50
3,3,300,220,340,260,40,40,111,91,87
3,4,300,260,340,300,40,40,157,140,141
3,5,300,300,340,340,40,40,219,207,209
3,6,300,340,340,380,40,40,169,164,165
4,0,340,100,380,140,40,40,83,79,76
4,1,340,140,380,180,40,40,122,106,106
4,2,340,180,380,220,40,40,174,152,155
4,3,340,220,380,260,40,40,162,133,137
4,4,340,260,380,300,40,40,169,143,146
4,5,340,300,380,340,40,40,166,147,149
4,6,340,340,380,380,40,40,183,168,170
5,0,380,100,420,140,40,40,89,85,80
5,1,380,140,420,180,40,40,103,88,85
5,2,380,180,420,220,40,40,153,131,135
5,3,380,220,420,260,40,40,198,166,175
5,4,380,260,420,300,40,40,188,155,167
5,5,380,300,420,340,40,40,189,166,173
5,6,380,340,420,380,40,40,201,187,191
6,0,420,100,460,140,40,40,147,146,137
6,1,420,140,460,180,40,40,100,95,90
6,2,420,180,460,220,40,40,101,86,83
6,3,420,220,460,260,40,40,156,135,138
6,4,420,260,460,300,40,40,139,127,132
6,5,420,300,460,340,40,40,122,117,120
6,6,420,340,460,380,40,40,163,155,157

