0,0,180,100,220,140,40,40,149,140,159
0,1,180,140,220,180,40,40,161,147,165
0,2,180,180,220,220,40,40,146,134,153
0,3,180,220,220,260,40,40,142,129,150
0,4,180,260,220,300,40,40,157,144,166
0,5,180,300,220,340,40,40,164,151,174
0,6,180,340,220,380,40,40,133,121,140
1,0,220,100,260,140,40,40,162,158,179
1,1,220,140,260,180,40,40,180,170,192
1,2,220,180,260,220,40,40,148,131,149
1,3,220,220,260,260,40,40,142,124,141
1,4,220,260,260,300,40,40,113,98,116
1,5,220,300,260,340,40,40,157,140,160
1,6,220,340,260,380,40,40,177,163,184
2,0,260,100,300,140,40,40,126,117,134
2,1,260,140,300,180,40,40,76,58,73
2,2,260,180,300,220,40,40,54,32,41
2,3,260,220,300,260,40,40,45,27,35
2,4,260,260,300,300,40,40,58,35,45
2,5,260,300,300,340,40,40,103,87,93
2,6,260,340,300,380,40,40,165,150,170
3,0,300,100,340,140,40,40,129,108,117
3,1,300,140,340,180,40,40,52,33,39
3,2,300,180,340,220,40,40,34,15,21
3,3,300,220,340,260,40,40,53,27,36
3,4,300,260,340,300,40,40,82,49,61
3,5,300,300,340,340,40,40,102,67,80
3,6,300,340,340,380,40,40,85,72,86
4,0,340,100,380,140,40,40,146,97,109
4,1,340,140,380,180,40,40,44,26,30
4,2,340,180,380,220,40,40,44,19,27
4,3,340,220,380,260,40,40,54,25,34
4,4,340,260,380,300,40,40,71,39,50
4,5,340,300,380,340,40,40,77,40,51
4,6,340,340,380,380,40,40,69,33,44
5,0,380,100,420,140,40,40,132,110,118
5,1,380,140,420,180,40,40,50,30,35
5,2,380,180,420,220,40,40,69,36,44
5,3,380,220,420,260,40,40,80,44,54
5,4,380,260,420,300,40,40,105,66,80
5,5,380,300,420,340,40,40,107,67,81
5,6,380,340,420,380,40,40,109,69,86
6,0,420,100,460,140,40,40,188,170,184
6,1,420,140,460,180,40,40,98,75,78
6,2,420,180,460,220,40,40,40,19,25
6,3,420,220,460,260,40,40,65,36,43
6,4,420,260,460,300,40,40,85,53,63
6,5,420,300,460,340,40,40,153,115,131
6,6,420,340,460,380,40,40,196,157,176

