0,0,180,100,220,140,40,40,178,158,180
0,1,180,140,220,180,40,40,145,125,142
0,2,180,180,220,220,40,40,141,121,137
0,3,180,220,220,260,40,40,124,105,117
0,4,180,260,220,300,40,40,90,73,87
0,5,180,300,220,340,40,40,53,37,53
0,6,180,340,220,380,40,40,33,18,35
1,0,220,100,260,140,40,40,139,120,136
1,1,220,140,260,180,40,40,126,105,117
1,2,220,180,260,220,40,40,130,110,120
1,3,220,220,260,260,40,40,129,110,123
1,4,220,260,260,300,40,40,107,74,84
1,5,220,300,260,340,40,40,109,91,105
1,6,220,340,260,380,40,40,90,73,87
2,0,260,100,300,140,40,40,168,152,170
2,1,260,140,300,180,40,40,119,100,115
2,2,260,180,300,220,40,40,145,127,144
2,3,260,220,300,260,40,40,131,113,126
2,4,260,260,300,300,40,40,104,87,93
2,5,260,300,300,340,40,40,103,87,93
2,6,260,340,300,380,40,40,86,70,84
3,0,300,100,340,140,40,40,172,151,171
3,1,300,140,340,180,40,40,119,102,119
3,2,300,180,340,220,40,40,136,119,136
3,3,300,220,340,260,40,40,128,110,125
3,4,300,260,340,300,40,40,102,86,99
3,5,300,300,340,340,40,40,110,94,105
3,6,300,340,340,380,40,40,85,72,86
4,0,340,100,380,140,40,40,110,85,98
4,1,340,140,380,180,40,40,131,114,134
4,2,340,180,380,220,40,40,113,98,110
4,3,340,220,380,260,40,40,132,110,123
4,4,340,260,380,300,40,40,101,85,93
4,5,340,300,380,340,40,40,116,99,108
4,6,340,340,380,380,40,40,96,81,95
5,0,380,100,420,140,40,40,85,67,79
5,1,380,140,420,180,40,40,115,98,111
5,2,380,180,420,220,40,40,107,92,103
5,3,380,220,420,260,40,40,127,110,127
5,4,380,260,420,300,40,40,102,87,100
5,5,380,300,420,340,40,40,105,89,101
5,6,380,340,420,380,40,40,97,85,95
6,0,420,100,460,140,40,40,85,71,83
6,1,420,140,460,180,40,40,109,94,103
6,2,420,180,460,220,40,40,116,100,109
6,3,420,220,460,260,40,40,112,96,107
6,4,420,260,460,300,40,40,102,87,98
6,5,420,300,460,340,40,40,99,83,95
6,6,420,340,460,380,40,40,109,93,103

