0,0,180,100,220,140,40,40,126,113,104
0,1,180,140,220,180,40,40,92,86,104
0,2,180,180,220,220,40,40,73,81,125
0,3,180,220,220,260,40,40,52,64,81
0,4,180,260,220,300,40,40,57,71,91
0,5,180,300,220,340,40,40,64,82,105
0,6,180,340,220,380,40,40,65,74,108
1,0,220,100,260,140,40,40,135,137,140
1,1,220,140,260,180,40,40,117,106,111
1,2,220,180,260,220,40,40,60,59,77
1,3,220,220,260,260,40,40,47,45,51
1,4,220,260,260,300,40,40,86,93,119
1,5,220,300,260,340,40,40,63,78,100
1,6,220,340,260,380,40,40,66,84,106
2,0,260,100,300,140,40,40,149,120,101
2,1,260,140,300,180,40,40,137,139,145
2,2,260,180,300,220,40,40,86,92,125
2,3,260,220,300,260,40,40,55,54,76
2,4,260,260,300,300,40,40,70,72,88
2,5,260,300,300,340,40,40,86,97,129
2,6,260,340,300,380,40,40,66,78,113
3,0,300,100,340,140,40,40,143,142,140
3,1,300,140,340,180,40,40,132,118,107
3,2,300,180,340,220,40,40,101,101,125
3,3,300,220,340,260,40,40,73,71,91
3,4,300,260,340,300,40,40,73,72,100
3,5,300,300,340,340,40,40,79,89,128
3,6,300,340,340,380,40,40,80,90,121
4,0,340,100,380,140,40,40,152,115,71
4,1,340,140,380,180,40,40,143,126,114
4,2,340,180,380,220,40,40,129,112,105
4,3,340,220,380,260,40,40,110,98,96
4,4,340,260,380,300,40,40,99,91,100
4,5,340,300,380,340,40,40,107,109,137
4,6,340,340,380,380,40,40,111,123,152
5,0,380,100,420,140,40,40,168,137,69
5,1,380,140,420,180,40,40,155,134,101
5,2,380,180,420,220,40,40,156,134,110
5,3,380,220,420,260,40,40,144,120,104
5,4,380,260,420,300,40,40,137,112,91
5,5,380,300,420,340,40,40,145,139,143
5,6,380,340,420,380,40,40,143,151,169
6,0,420,100,460,140,40,40,173,159,119
6,1,420,140,460,180,40,40,165,142,99
6,2,420,180,460,220,40,40,158,131,93
6,3,420,220,460,260,40,40,151,122,87
6,4,420,260,460,300,40,40,162,133,72
6,5,420,300,460,340,40,40,168,160,120
6,6,420,340,460,380,40,40,168,162,111

