0,0,180,100,220,140,40,40,129,114,109
0,1,180,140,220,180,40,40,94,87,110
0,2,180,180,220,220,40,40,73,81,129
0,3,180,220,220,260,40,40,55,65,103
0,4,180,260,220,300,40,40,60,67,94
0,5,180,300,220,340,40,40,78,88,111
0,6,180,340,220,380,40,40,66,75,113
1,0,220,100,260,140,40,40,143,128,133
1,1,220,140,260,180,40,40,119,108,115
1,2,220,180,260,220,40,40,62,60,81
1,3,220,220,260,260,40,40,48,46,54
1,4,220,260,260,300,40,40,87,93,122
1,5,220,300,260,340,40,40,77,86,117
1,6,220,340,260,380,40,40,67,78,125
2,0,260,100,300,140,40,40,150,120,105
2,1,260,140,300,180,40,40,144,143,153
2,2,260,180,300,220,40,40,88,92,129
2,3,260,220,300,260,40,40,56,54,79
2,4,260,260,300,300,40,40,72,73,91
2,5,260,300,300,340,40,40,87,98,132
2,6,260,340,300,380,40,40,66,78,117
3,0,300,100,340,140,40,40,154,138,136
3,1,300,140,340,180,40,40,134,118,110
3,2,300,180,340,220,40,40,104,102,128
3,3,300,220,340,260,40,40,74,72,94
3,4,300,260,340,300,40,40,75,72,105
3,5,300,300,340,340,40,40,80,90,132
3,6,300,340,340,380,40,40,82,91,125
4,0,340,100,380,140,40,40,154,115,73
4,1,340,140,380,180,40,40,145,128,117
4,2,340,180,380,220,40,40,129,113,109
4,3,340,220,380,260,40,40,113,99,102
4,4,340,260,380,300,40,40,100,92,104
4,5,340,300,380,340,40,40,109,111,141
4,6,340,340,380,380,40,40,114,124,158
5,0,380,100,420,140,40,40,172,137,73
5,1,380,140,420,180,40,40,157,134,106
5,2,380,180,420,220,40,40,156,135,113
5,3,380,220,420,260,40,40,145,122,106
5,4,380,260,420,300,40,40,139,114,94
5,5,380,300,420,340,40,40,146,140,145
5,6,380,340,420,380,40,40,145,152,171
6,0,420,100,460,140,40,40,175,159,122
6,1,420,140,460,180,40,40,167,143,104
6,2,420,180,460,220,40,40,159,132,97
6,3,420,220,460,260,40,40,152,123,89
6,4,420,260,460,300,40,40,165,134,76
6,5,420,300,460,340,40,40,171,161,123
6,6,420,340,460,380,40,40,170,163,115

